Market,Segment,Occasion,Pack Size,Flavor,Channel,Price,WtP_Estimate,Elasticity,Unit_Sales,Revenue,Gross_Margin_%,Gross_Margin_Value
Thailand,Low-SEC,Sharing,Medium (50g),Spicy,Traditional Trade,50,53.01,-0.94,499,24950,0.27,6645.97
Thailand,Low-SEC,Sharing,Medium (50g),Local Specialty,7-Eleven,70,92.4,-0.51,492,34440,0.29,10021.55
Thailand,Low-SEC,Sharing,Medium (50g),Local Specialty,Modern Trade,30,34.61,-0.38,512,15360,0.21,3222.49
Thailand,Low-SEC,Sharing,Medium (50g),Local Specialty,Traditional Trade,30,28.54,-1.31,504,15120,0.22,3334.49
Thailand,Low-SEC,Sharing,Medium (50g),Health-Oriented,7-Eleven,20,22.68,-1,469,9380,0.48,4516.89
Thailand,Low-SEC,Sharing,Medium (50g),Health-Oriented,Modern Trade,10,11.41,-1.07,503,5030,0.45,2263.97
Thailand,Low-SEC,Sharing,Medium (50g),Health-Oriented,Traditional Trade,50,61.12,-0.52,507,25350,0.28,7011.83
Thailand,Low-SEC,Sharing,Large (100g),Classic Salted,7-Eleven,5,5.86,-1,512,2560,0.22,565.84
Thailand,Low-SEC,Sharing,Large (100g),Classic Salted,Modern Trade,20,22.43,-1.03,477,9540,0.45,4275.74
Thailand,Low-SEC,Sharing,Large (100g),Classic Salted,Traditional Trade,100,119.07,-1.3,530,53000,0.27,14278.95
Thailand,Low-SEC,Sharing,Large (100g),Spicy,7-Eleven,30,34.41,-0.9,480,14400,0.48,6916.19
Thailand,Low-SEC,Sharing,Large (100g),Spicy,Modern Trade,20,24.45,-0.74,494,9880,0.36,3550.76
Thailand,Low-SEC,Sharing,Large (100g),Spicy,Traditional Trade,20,25.39,-0.69,495,9900,0.45,4428.68
Thailand,Low-SEC,Sharing,Large (100g),Local Specialty,7-Eleven,100,122.34,-0.85,526,52600,0.31,16501.26
Thailand,Low-SEC,Sharing,Large (100g),Local Specialty,Modern Trade,100,117.51,-0.4,483,48300,0.35,16673.46
Thailand,Low-SEC,Sharing,Large (100g),Local Specialty,Traditional Trade,70,70.34,-0.81,488,34160,0.28,9619.44
Thailand,Low-SEC,Sharing,Large (100g),Health-Oriented,7-Eleven,100,121.44,-1.49,493,49300,0.3,14974.47
Thailand,Low-SEC,Sharing,Large (100g),Health-Oriented,Modern Trade,50,65.21,-0.36,494,24700,0.28,6910.53
Thailand,Low-SEC,Sharing,Large (100g),Health-Oriented,Traditional Trade,5,6.29,-0.31,510,2550,0.24,602.1
Thailand,Low-SEC,Sharing,Multi-pack,Classic Salted,7-Eleven,20,21.41,-1.13,503,10060,0.25,2495.56
Thailand,Low-SEC,Sharing,Multi-pack,Classic Salted,Modern Trade,20,25.14,-1.29,495,9900,0.47,4646.96
Thailand,Low-SEC,Sharing,Multi-pack,Classic Salted,Traditional Trade,100,118.06,-1.38,507,50700,0.27,13696.29
Thailand,Low-SEC,Sharing,Multi-pack,Spicy,7-Eleven,50,56.22,-1.47,472,23600,0.46,10868.34
Thailand,Low-SEC,Sharing,Multi-pack,Spicy,Modern Trade,70,83.02,-1.44,493,34510,0.37,12940.41
Thailand,Low-SEC,Sharing,Multi-pack,Spicy,Traditional Trade,20,25.48,-1.49,520,10400,0.21,2205.6
Thailand,Low-SEC,Sharing,Multi-pack,Local Specialty,7-Eleven,10,10.27,-0.33,503,5030,0.41,2076.54
Thailand,Low-SEC,Sharing,Multi-pack,Local Specialty,Modern Trade,100,134.95,-1.17,535,53500,0.36,19525.39
Thailand,Low-SEC,Sharing,Multi-pack,Local Specialty,Traditional Trade,5,5.95,-0.5,522,2610,0.27,699.02
Thailand,Low-SEC,Sharing,Multi-pack,Health-Oriented,7-Eleven,70,79.78,-0.52,542,37940,0.34,12710.57
Thailand,Low-SEC,Sharing,Multi-pack,Health-Oriented,Modern Trade,30,38.53,-1.4,480,14400,0.22,3101.59
Thailand,Low-SEC,Sharing,Multi-pack,Health-Oriented,Traditional Trade,50,58.15,-0.91,496,24800,0.32,7895.62
Thailand,Low-SEC,Health-conscious,Small (20g),Classic Salted,7-Eleven,100,107.63,-0.81,522,52200,0.25,12850.07
Thailand,Low-SEC,Health-conscious,Small (20g),Classic Salted,Modern Trade,20,24.22,-1.32,484,9680,0.32,3122.16
Thailand,Low-SEC,Health-conscious,Small (20g),Classic Salted,Traditional Trade,5,5.81,-1.46,493,2465,0.26,636.05
Thailand,Low-SEC,Health-conscious,Small (20g),Spicy,7-Eleven,5,6.08,-0.73,484,2420,0.47,1134.27
Thailand,Low-SEC,Health-conscious,Small (20g),Spicy,Modern Trade,20,22,-1.01,482,9640,0.45,4316.98
Thailand,Low-SEC,Health-conscious,Small (20g),Spicy,Traditional Trade,50,56.24,-0.69,524,26200,0.25,6468.65
Thailand,Low-SEC,Health-conscious,Small (20g),Local Specialty,7-Eleven,5,5.61,-0.69,484,2420,0.5,1204.61
Thailand,Low-SEC,Health-conscious,Small (20g),Local Specialty,Modern Trade,20,26.66,-1.31,521,10420,0.37,3890.22
Thailand,Low-SEC,Health-conscious,Small (20g),Local Specialty,Traditional Trade,30,34.77,-0.94,508,15240,0.33,5002.47
Thailand,Low-SEC,Health-conscious,Small (20g),Health-Oriented,7-Eleven,5,6.36,-1.1,504,2520,0.26,656.36
Thailand,Low-SEC,Health-conscious,Small (20g),Health-Oriented,Modern Trade,5,6.09,-0.51,504,2520,0.2,516.25
Thailand,Low-SEC,Health-conscious,Small (20g),Health-Oriented,Traditional Trade,70,86.98,-0.52,480,33600,0.28,9270.51
Thailand,Low-SEC,Health-conscious,Medium (50g),Classic Salted,7-Eleven,5,6.45,-1.11,512,2560,0.38,975.22
Thailand,Low-SEC,Health-conscious,Medium (50g),Classic Salted,Modern Trade,5,6.23,-0.68,505,2525,0.28,714.01
Thailand,Low-SEC,Health-conscious,Medium (50g),Classic Salted,Traditional Trade,10,11.26,-0.67,481,4810,0.42,2040.03
Thailand,Low-SEC,Health-conscious,Medium (50g),Spicy,7-Eleven,10,12.72,-1.24,455,4550,0.38,1737.19
Thailand,Low-SEC,Health-conscious,Medium (50g),Spicy,Modern Trade,10,11.15,-0.93,541,5410,0.34,1837.24
Thailand,Low-SEC,Health-conscious,Medium (50g),Spicy,Traditional Trade,30,39.75,-1.48,462,13860,0.21,2887.81
Thailand,Low-SEC,Health-conscious,Medium (50g),Local Specialty,7-Eleven,30,32.79,-0.84,476,14280,0.4,5699.82
Thailand,Low-SEC,Health-conscious,Medium (50g),Local Specialty,Modern Trade,10,13.91,-0.34,505,5050,0.35,1767.92
Thailand,Low-SEC,Health-conscious,Medium (50g),Local Specialty,Traditional Trade,70,72.32,-0.4,494,34580,0.41,14330.49
Thailand,Low-SEC,Health-conscious,Medium (50g),Health-Oriented,7-Eleven,70,91.41,-1.15,502,35140,0.47,16518.58
Thailand,Low-SEC,Health-conscious,Medium (50g),Health-Oriented,Modern Trade,30,37.92,-0.68,548,16440,0.2,3293.48
Thailand,Low-SEC,Health-conscious,Medium (50g),Health-Oriented,Traditional Trade,50,65.29,-1.17,480,24000,0.39,9362.72
Thailand,Low-SEC,Health-conscious,Large (100g),Classic Salted,7-Eleven,70,82.33,-0.63,488,34160,0.37,12535.82
Thailand,Low-SEC,Health-conscious,Large (100g),Classic Salted,Modern Trade,10,12.05,-1.09,471,4710,0.45,2116.94
Thailand,Low-SEC,Health-conscious,Large (100g),Classic Salted,Traditional Trade,10,12.23,-1.38,494,4940,0.43,2143.69
Thailand,Low-SEC,Health-conscious,Large (100g),Spicy,7-Eleven,100,126.46,-1.36,491,49100,0.2,10009.98
Thailand,Low-SEC,Health-conscious,Large (100g),Spicy,Modern Trade,10,13.17,-0.35,504,5040,0.23,1136.61
Thailand,Low-SEC,Health-conscious,Large (100g),Spicy,Traditional Trade,10,12.13,-0.84,492,4920,0.32,1557.76
Thailand,Low-SEC,Health-conscious,Large (100g),Local Specialty,7-Eleven,30,35.01,-1.12,465,13950,0.5,6922
Thailand,Low-SEC,Health-conscious,Large (100g),Local Specialty,Modern Trade,20,23.58,-0.97,502,10040,0.5,5006.65
Thailand,Low-SEC,Health-conscious,Large (100g),Local Specialty,Traditional Trade,100,132.77,-1.11,487,48700,0.4,19565.33
Thailand,Low-SEC,Health-conscious,Large (100g),Health-Oriented,7-Eleven,50,61.69,-0.68,488,24400,0.39,9509.14
Thailand,Low-SEC,Health-conscious,Large (100g),Health-Oriented,Modern Trade,20,24.43,-0.67,513,10260,0.46,4738.66
Thailand,Low-SEC,Health-conscious,Large (100g),Health-Oriented,Traditional Trade,70,76.82,-0.9,516,36120,0.26,9246.43
Thailand,Low-SEC,Health-conscious,Multi-pack,Classic Salted,7-Eleven,30,42.26,-0.48,478,14340,0.49,7012.89
Thailand,Low-SEC,Health-conscious,Multi-pack,Classic Salted,Modern Trade,50,54.93,-1.37,499,24950,0.36,9042.19
Thailand,Low-SEC,Health-conscious,Multi-pack,Classic Salted,Traditional Trade,70,85.37,-0.85,482,33740,0.45,15048.72
Thailand,Low-SEC,Health-conscious,Multi-pack,Spicy,7-Eleven,70,77.67,-1.45,500,35000,0.28,9649.28
Thailand,Low-SEC,Health-conscious,Multi-pack,Spicy,Modern Trade,50,64.57,-0.42,522,26100,0.42,10937.64
Thailand,Low-SEC,Health-conscious,Multi-pack,Spicy,Traditional Trade,10,10.45,-1.06,509,5090,0.26,1308.03
Thailand,Low-SEC,Health-conscious,Multi-pack,Local Specialty,7-Eleven,70,87.52,-1.07,536,37520,0.29,11058.34
Thailand,Low-SEC,Health-conscious,Multi-pack,Local Specialty,Modern Trade,5,6.9,-1.43,518,2590,0.3,775.46
Thailand,Low-SEC,Health-conscious,Multi-pack,Local Specialty,Traditional Trade,100,110.35,-0.59,497,49700,0.48,23876.82
Thailand,Low-SEC,Health-conscious,Multi-pack,Health-Oriented,7-Eleven,30,40.89,-1.2,469,14070,0.49,6905.51
Thailand,Low-SEC,Health-conscious,Multi-pack,Health-Oriented,Modern Trade,100,114.06,-1.09,500,50000,0.4,19871.53
Thailand,Low-SEC,Health-conscious,Multi-pack,Health-Oriented,Traditional Trade,5,5.92,-0.3,497,2485,0.32,795.72
Thailand,Mid-SEC,Impulse,Small (20g),Classic Salted,7-Eleven,5,5.1,-0.71,496,2480,0.22,541.72
Thailand,Mid-SEC,Impulse,Small (20g),Classic Salted,Modern Trade,50,53.22,-0.52,546,27300,0.49,13277.89
Thailand,Mid-SEC,Impulse,Small (20g),Classic Salted,Traditional Trade,70,83.46,-0.78,505,35350,0.3,10655.39
Thailand,Mid-SEC,Impulse,Small (20g),Spicy,7-Eleven,10,10.8,-1.35,493,4930,0.42,2072.13
Thailand,Mid-SEC,Impulse,Small (20g),Spicy,Modern Trade,100,141.65,-0.45,505,50500,0.44,22265.63
Thailand,Mid-SEC,Impulse,Small (20g),Spicy,Traditional Trade,20,26.38,-0.85,461,9220,0.47,4355.58
Thailand,Mid-SEC,Impulse,Small (20g),Local Specialty,7-Eleven,10,10.42,-1.33,474,4740,0.38,1795.06
Thailand,Mid-SEC,Impulse,Small (20g),Local Specialty,Modern Trade,10,11.2,-1.4,545,5450,0.38,2049.13
Thailand,Mid-SEC,Impulse,Small (20g),Local Specialty,Traditional Trade,10,14.27,-0.51,520,5200,0.48,2507.77
Thailand,Mid-SEC,Impulse,Small (20g),Health-Oriented,7-Eleven,20,23.19,-1.35,476,9520,0.21,2019.06
Thailand,Mid-SEC,Impulse,Small (20g),Health-Oriented,Modern Trade,30,37.31,-0.8,544,16320,0.34,5620.34
Thailand,Mid-SEC,Impulse,Small (20g),Health-Oriented,Traditional Trade,10,9.47,-0.53,551,5510,0.49,2726.11
Thailand,Mid-SEC,Impulse,Medium (50g),Classic Salted,7-Eleven,5,5.66,-0.97,509,2545,0.22,550.66
Thailand,Mid-SEC,Impulse,Medium (50g),Classic Salted,Modern Trade,10,11.6,-0.78,534,5340,0.26,1414.57
Thailand,Mid-SEC,Impulse,Medium (50g),Classic Salted,Traditional Trade,10,11.39,-0.52,524,5240,0.31,1603.08
Thailand,Mid-SEC,Impulse,Medium (50g),Spicy,7-Eleven,30,35.77,-0.54,503,15090,0.39,5876.61
Thailand,Mid-SEC,Impulse,Medium (50g),Spicy,Modern Trade,30,37.4,-1,556,16680,0.38,6363.87
Thailand,Mid-SEC,Impulse,Medium (50g),Spicy,Traditional Trade,5,6.67,-1.24,508,2540,0.26,648.85
Thailand,Mid-SEC,Impulse,Medium (50g),Local Specialty,7-Eleven,50,60.73,-0.58,501,25050,0.4,10018.91
Thailand,Mid-SEC,Impulse,Medium (50g),Local Specialty,Modern Trade,10,11.39,-1.4,496,4960,0.26,1266.48
Thailand,Mid-SEC,Impulse,Medium (50g),Local Specialty,Traditional Trade,20,23.04,-1.44,493,9860,0.34,3401.58
Thailand,Mid-SEC,Impulse,Medium (50g),Health-Oriented,7-Eleven,50,53.72,-1.04,525,26250,0.35,9232.36
Thailand,Mid-SEC,Impulse,Medium (50g),Health-Oriented,Modern Trade,5,6.85,-0.45,504,2520,0.21,540.81
Thailand,Mid-SEC,Impulse,Medium (50g),Health-Oriented,Traditional Trade,50,69.49,-1.38,445,22250,0.36,8062.98
Thailand,Mid-SEC,Impulse,Large (100g),Classic Salted,7-Eleven,50,57.94,-0.36,526,26300,0.22,5869.01
Thailand,Mid-SEC,Impulse,Large (100g),Classic Salted,Modern Trade,70,84.92,-1.3,470,32900,0.36,11698.2
Thailand,Mid-SEC,Impulse,Large (100g),Classic Salted,Traditional Trade,50,56.41,-0.31,512,25600,0.24,6214.83
Thailand,Mid-SEC,Impulse,Large (100g),Spicy,7-Eleven,30,32.15,-1.04,503,15090,0.2,3036.96
Thailand,Mid-SEC,Impulse,Large (100g),Spicy,Modern Trade,100,131.54,-1.01,499,49900,0.21,10339.36
Thailand,Mid-SEC,Impulse,Large (100g),Spicy,Traditional Trade,50,66.93,-1.1,476,23800,0.49,11590.98
Thailand,Mid-SEC,Impulse,Large (100g),Local Specialty,7-Eleven,100,135.3,-1.12,493,49300,0.23,11294.12
Thailand,Mid-SEC,Impulse,Large (100g),Local Specialty,Modern Trade,100,126.65,-1.29,521,52100,0.36,18968.5
Thailand,Mid-SEC,Impulse,Large (100g),Local Specialty,Traditional Trade,5,6.41,-1.41,485,2425,0.43,1054.21
Thailand,Mid-SEC,Impulse,Large (100g),Health-Oriented,7-Eleven,20,23.9,-0.31,482,9640,0.45,4330.16
Thailand,Mid-SEC,Impulse,Large (100g),Health-Oriented,Modern Trade,5,5.75,-1.01,521,2605,0.42,1092.18
Thailand,Mid-SEC,Impulse,Large (100g),Health-Oriented,Traditional Trade,20,21.26,-1,505,10100,0.44,4456.62
Thailand,Mid-SEC,Impulse,Multi-pack,Classic Salted,7-Eleven,10,11.2,-1,503,5030,0.36,1790.09
Thailand,Mid-SEC,Impulse,Multi-pack,Classic Salted,Modern Trade,30,37.27,-0.3,472,14160,0.32,4514.21
Thailand,Mid-SEC,Impulse,Multi-pack,Classic Salted,Traditional Trade,70,79.93,-0.7,499,34930,0.31,10735.5
Thailand,Mid-SEC,Impulse,Multi-pack,Spicy,7-Eleven,20,21.65,-0.79,505,10100,0.34,3449.37
Thailand,Mid-SEC,Impulse,Multi-pack,Spicy,Modern Trade,10,14.1,-1.25,516,5160,0.31,1581.28
Thailand,Mid-SEC,Impulse,Multi-pack,Spicy,Traditional Trade,10,13.59,-0.56,504,5040,0.41,2058.77
Thailand,Mid-SEC,Impulse,Multi-pack,Local Specialty,7-Eleven,50,66.88,-0.62,507,25350,0.24,6082.85
Thailand,Mid-SEC,Impulse,Multi-pack,Local Specialty,Modern Trade,20,24.63,-1.19,495,9900,0.35,3505.71
Thailand,Mid-SEC,Impulse,Multi-pack,Local Specialty,Traditional Trade,70,71.12,-0.62,546,38220,0.34,13051.93
Thailand,Mid-SEC,Impulse,Multi-pack,Health-Oriented,7-Eleven,100,119.68,-1.39,508,50800,0.32,16368.25
Thailand,Mid-SEC,Impulse,Multi-pack,Health-Oriented,Modern Trade,10,12.96,-1.26,505,5050,0.38,1914.37
Thailand,Mid-SEC,Impulse,Multi-pack,Health-Oriented,Traditional Trade,50,60.26,-0.53,495,24750,0.47,11729.33
Thailand,Mid-SEC,Top-up,Small (20g),Classic Salted,7-Eleven,5,5.36,-1.18,478,2390,0.29,697.7
Thailand,Mid-SEC,Top-up,Small (20g),Classic Salted,Modern Trade,10,12.29,-0.83,506,5060,0.38,1946.21
Thailand,Mid-SEC,Top-up,Small (20g),Classic Salted,Traditional Trade,100,120.71,-1.24,485,48500,0.44,21512.65
Thailand,Mid-SEC,Top-up,Small (20g),Spicy,7-Eleven,5,5.35,-1.48,510,2550,0.44,1120.97
Thailand,Mid-SEC,Top-up,Small (20g),Spicy,Modern Trade,100,143.04,-0.7,512,51200,0.5,25553.14
Thailand,Mid-SEC,Top-up,Small (20g),Spicy,Traditional Trade,50,52.6,-0.64,486,24300,0.21,5218.82
Thailand,Mid-SEC,Top-up,Small (20g),Local Specialty,7-Eleven,50,61.68,-1.19,480,24000,0.46,10985.6
Thailand,Mid-SEC,Top-up,Small (20g),Local Specialty,Modern Trade,30,35.32,-0.9,511,15330,0.43,6552.23
Thailand,Mid-SEC,Top-up,Small (20g),Local Specialty,Traditional Trade,50,56.1,-1.01,509,25450,0.29,7406.35
Thailand,Mid-SEC,Top-up,Small (20g),Health-Oriented,7-Eleven,100,130.82,-0.56,518,51800,0.49,25366.03
Thailand,Mid-SEC,Top-up,Small (20g),Health-Oriented,Modern Trade,100,110.14,-0.69,515,51500,0.26,13495.34
Thailand,Mid-SEC,Top-up,Small (20g),Health-Oriented,Traditional Trade,100,117.16,-0.89,487,48700,0.39,19166.64
Thailand,Mid-SEC,Top-up,Medium (50g),Classic Salted,7-Eleven,10,11.17,-1.01,484,4840,0.44,2105.48
Thailand,Mid-SEC,Top-up,Medium (50g),Classic Salted,Modern Trade,20,25.53,-0.41,492,9840,0.47,4615.93
Thailand,Mid-SEC,Top-up,Medium (50g),Classic Salted,Traditional Trade,10,11.66,-0.35,492,4920,0.22,1076.15
Thailand,Mid-SEC,Top-up,Medium (50g),Spicy,7-Eleven,70,86.59,-0.92,468,32760,0.3,9666.91
Thailand,Mid-SEC,Top-up,Medium (50g),Spicy,Modern Trade,100,122.59,-1.14,528,52800,0.43,22672.07
Thailand,Mid-SEC,Top-up,Medium (50g),Spicy,Traditional Trade,10,12.21,-1.32,512,5120,0.35,1792.89
Thailand,Mid-SEC,Top-up,Medium (50g),Local Specialty,7-Eleven,5,6.08,-1.36,487,2435,0.46,1116.27
Thailand,Mid-SEC,Top-up,Medium (50g),Local Specialty,Modern Trade,50,71.06,-1.34,552,27600,0.4,11003.96
Thailand,Mid-SEC,Top-up,Medium (50g),Local Specialty,Traditional Trade,30,38.19,-0.37,488,14640,0.24,3506.37
Thailand,Mid-SEC,Top-up,Medium (50g),Health-Oriented,7-Eleven,100,125.9,-0.65,516,51600,0.28,14225.83
Thailand,Mid-SEC,Top-up,Medium (50g),Health-Oriented,Modern Trade,30,35.81,-1.44,515,15450,0.45,7025.57
Thailand,Mid-SEC,Top-up,Medium (50g),Health-Oriented,Traditional Trade,50,60.36,-1.04,475,23750,0.36,8660.98
Thailand,Mid-SEC,Top-up,Large (100g),Classic Salted,7-Eleven,10,12.6,-0.89,507,5070,0.45,2274.47
Thailand,Mid-SEC,Top-up,Large (100g),Classic Salted,Modern Trade,30,33.45,-0.5,514,15420,0.45,6964.54
Thailand,Mid-SEC,Top-up,Large (100g),Classic Salted,Traditional Trade,50,66.09,-1.06,530,26500,0.23,6195.09
Thailand,Mid-SEC,Top-up,Large (100g),Spicy,7-Eleven,100,130.57,-1.01,531,53100,0.49,25935.37
Thailand,Mid-SEC,Top-up,Large (100g),Spicy,Modern Trade,20,26.13,-1.18,483,9660,0.29,2796.39
Thailand,Mid-SEC,Top-up,Large (100g),Spicy,Traditional Trade,30,40.36,-0.57,493,14790,0.2,3005.54
Thailand,Mid-SEC,Top-up,Large (100g),Local Specialty,7-Eleven,100,124.24,-1.06,491,49100,0.36,17487.61
Thailand,Mid-SEC,Top-up,Large (100g),Local Specialty,Modern Trade,100,120.39,-0.97,530,53000,0.35,18673.35
Thailand,Mid-SEC,Top-up,Large (100g),Local Specialty,Traditional Trade,5,5.91,-0.7,506,2530,0.33,826.44
Thailand,Mid-SEC,Top-up,Large (100g),Health-Oriented,7-Eleven,50,59.47,-0.56,478,23900,0.39,9431.52
Thailand,Mid-SEC,Top-up,Large (100g),Health-Oriented,Modern Trade,20,21.6,-1.19,517,10340,0.3,3063.29
Thailand,Mid-SEC,Top-up,Large (100g),Health-Oriented,Traditional Trade,20,19.37,-0.78,539,10780,0.22,2333.01
Thailand,Mid-SEC,Top-up,Multi-pack,Classic Salted,7-Eleven,20,23.26,-1.24,526,10520,0.25,2633.62
Thailand,Mid-SEC,Top-up,Multi-pack,Classic Salted,Modern Trade,50,53.26,-1.36,458,22900,0.48,10960.91
Thailand,Mid-SEC,Top-up,Multi-pack,Classic Salted,Traditional Trade,50,55.02,-0.89,490,24500,0.39,9466.78
Thailand,Mid-SEC,Top-up,Multi-pack,Spicy,7-Eleven,30,35.46,-0.64,468,14040,0.5,6996.12
Thailand,Mid-SEC,Top-up,Multi-pack,Spicy,Modern Trade,50,66.26,-1.09,496,24800,0.35,8746.17
Thailand,Mid-SEC,Top-up,Multi-pack,Spicy,Traditional Trade,30,34.66,-0.47,528,15840,0.43,6865.28
Thailand,Mid-SEC,Top-up,Multi-pack,Local Specialty,7-Eleven,30,36.83,-0.92,483,14490,0.5,7210.81
Thailand,Mid-SEC,Top-up,Multi-pack,Local Specialty,Modern Trade,5,5.99,-0.47,465,2325,0.3,706.04
Thailand,Mid-SEC,Top-up,Multi-pack,Local Specialty,Traditional Trade,70,88.65,-1.1,524,36680,0.29,10723.24
Thailand,Mid-SEC,Top-up,Multi-pack,Health-Oriented,7-Eleven,20,22.89,-1.21,481,9620,0.26,2464.04
Thailand,Mid-SEC,Top-up,Multi-pack,Health-Oriented,Modern Trade,5,5.11,-1,492,2460,0.47,1160.11
Thailand,Mid-SEC,Top-up,Multi-pack,Health-Oriented,Traditional Trade,10,12.47,-0.91,489,4890,0.49,2376.64
Thailand,Mid-SEC,Sharing,Small (20g),Classic Salted,7-Eleven,20,23.7,-1.14,488,9760,0.43,4245.1
Thailand,Mid-SEC,Sharing,Small (20g),Classic Salted,Modern Trade,20,23.35,-1.35,509,10180,0.22,2251.42
Thailand,Mid-SEC,Sharing,Small (20g),Classic Salted,Traditional Trade,100,121.81,-1.41,554,55400,0.46,25367.31
Thailand,Mid-SEC,Sharing,Small (20g),Spicy,7-Eleven,50,66.52,-1.3,527,26350,0.35,9315.62
Thailand,Mid-SEC,Sharing,Small (20g),Spicy,Modern Trade,100,118.36,-1.16,486,48600,0.32,15454.62
Thailand,Mid-SEC,Sharing,Small (20g),Spicy,Traditional Trade,50,61.06,-0.85,475,23750,0.25,5943.91
Thailand,Mid-SEC,Sharing,Small (20g),Local Specialty,7-Eleven,10,12.03,-0.54,516,5160,0.25,1273.14
Thailand,Mid-SEC,Sharing,Small (20g),Local Specialty,Modern Trade,20,20.06,-0.84,463,9260,0.32,3000.75
Thailand,Mid-SEC,Sharing,Small (20g),Local Specialty,Traditional Trade,100,116.17,-1.29,493,49300,0.24,11948.33
Thailand,Mid-SEC,Sharing,Small (20g),Health-Oriented,7-Eleven,100,118.76,-0.58,492,49200,0.3,14896.64
Thailand,Mid-SEC,Sharing,Small (20g),Health-Oriented,Modern Trade,5,5.41,-1.32,544,2720,0.47,1268.17
Thailand,Mid-SEC,Sharing,Small (20g),Health-Oriented,Traditional Trade,10,12.49,-0.75,522,5220,0.3,1568.28
Thailand,Mid-SEC,Sharing,Medium (50g),Classic Salted,7-Eleven,10,13.04,-1.07,473,4730,0.44,2101.61
Thailand,Mid-SEC,Sharing,Medium (50g),Classic Salted,Modern Trade,20,21.15,-1.04,471,9420,0.27,2555.13
Thailand,Mid-SEC,Sharing,Medium (50g),Classic Salted,Traditional Trade,50,64.89,-0.78,513,25650,0.45,11470.66
Thailand,Mid-SEC,Sharing,Medium (50g),Spicy,7-Eleven,100,106.28,-1.26,498,49800,0.25,12651.57
Thailand,Mid-SEC,Sharing,Medium (50g),Spicy,Modern Trade,50,66.48,-1.47,513,25650,0.22,5558.93
Thailand,Mid-SEC,Sharing,Medium (50g),Spicy,Traditional Trade,20,21.79,-0.77,482,9640,0.22,2161.04
Thailand,Mid-SEC,Sharing,Medium (50g),Local Specialty,7-Eleven,30,34.64,-1.39,536,16080,0.35,5550.14
Thailand,Mid-SEC,Sharing,Medium (50g),Local Specialty,Modern Trade,20,22.42,-1.35,487,9740,0.25,2420.47
Thailand,Mid-SEC,Sharing,Medium (50g),Local Specialty,Traditional Trade,10,12.32,-0.44,503,5030,0.26,1300.95
Thailand,Mid-SEC,Sharing,Medium (50g),Health-Oriented,7-Eleven,10,13.65,-1.3,538,5380,0.31,1676.54
Thailand,Mid-SEC,Sharing,Medium (50g),Health-Oriented,Modern Trade,30,33.78,-0.36,516,15480,0.46,7186.88
Thailand,Mid-SEC,Sharing,Medium (50g),Health-Oriented,Traditional Trade,50,65.96,-1.44,483,24150,0.27,6474.46
Thailand,Mid-SEC,Sharing,Large (100g),Classic Salted,7-Eleven,70,86.11,-0.99,490,34300,0.33,11437.53
Thailand,Mid-SEC,Sharing,Large (100g),Classic Salted,Modern Trade,30,36.53,-0.91,490,14700,0.37,5449.09
Thailand,Mid-SEC,Sharing,Large (100g),Classic Salted,Traditional Trade,100,126.93,-1.09,496,49600,0.31,15325.24
Thailand,Mid-SEC,Sharing,Large (100g),Spicy,7-Eleven,10,12.58,-0.55,546,5460,0.42,2306.79
Thailand,Mid-SEC,Sharing,Large (100g),Spicy,Modern Trade,20,24.86,-1.03,450,9000,0.4,3619.14
Thailand,Mid-SEC,Sharing,Large (100g),Spicy,Traditional Trade,20,24.76,-0.96,517,10340,0.39,4036.98
Thailand,Mid-SEC,Sharing,Large (100g),Local Specialty,7-Eleven,50,62.93,-0.85,479,23950,0.42,10168.75
Thailand,Mid-SEC,Sharing,Large (100g),Local Specialty,Modern Trade,100,112.63,-0.92,495,49500,0.47,23234.63
Thailand,Mid-SEC,Sharing,Large (100g),Local Specialty,Traditional Trade,5,6.93,-1.2,497,2485,0.26,650.56
Thailand,Mid-SEC,Sharing,Large (100g),Health-Oriented,7-Eleven,50,61.12,-1.5,482,24100,0.45,10886.69
Thailand,Mid-SEC,Sharing,Large (100g),Health-Oriented,Modern Trade,5,5.41,-0.63,506,2530,0.43,1090.24
Thailand,Mid-SEC,Sharing,Large (100g),Health-Oriented,Traditional Trade,20,24.34,-0.33,505,10100,0.39,3984.85
Thailand,Mid-SEC,Sharing,Multi-pack,Classic Salted,7-Eleven,70,81.55,-0.52,506,35420,0.34,12114.73
Thailand,Mid-SEC,Sharing,Multi-pack,Classic Salted,Modern Trade,70,78.59,-0.47,489,34230,0.23,7751.05
Thailand,Mid-SEC,Sharing,Multi-pack,Classic Salted,Traditional Trade,70,87.76,-1.28,495,34650,0.41,14275.15
Thailand,Mid-SEC,Sharing,Multi-pack,Spicy,7-Eleven,100,124.28,-0.86,509,50900,0.26,13413.36
Thailand,Mid-SEC,Sharing,Multi-pack,Spicy,Modern Trade,5,5.95,-0.83,527,2635,0.33,871.18
Thailand,Mid-SEC,Sharing,Multi-pack,Spicy,Traditional Trade,20,23.52,-0.36,502,10040,0.22,2167.11
Thailand,Mid-SEC,Sharing,Multi-pack,Local Specialty,7-Eleven,30,34.18,-1.14,502,15060,0.38,5725.43
Thailand,Mid-SEC,Sharing,Multi-pack,Local Specialty,Modern Trade,50,61.82,-1.3,492,24600,0.49,12077.26
